batch_size,256
masking_ratio,0.15
lm,12
d_model,256
dropout,0.1
num_heads,4
num_layers,3
Epoch,Train Loss,Val Loss
1,0.07223398198506661,0.010220870220412811
2,0.027897110741053308,0.005069492811647554
3,0.02080554040148854,0.0025462418755826852
4,0.015786459735993828,0.004597897427932669
5,0.015844668354839088,0.0016781393205747008
6,0.013067962867873055,0.0021442278715160987
7,0.012971396218719226,0.001901216523644204
8,0.01242702512868813,0.0024615461976888278
9,0.011866440451038735,0.003681614665159335
10,0.012520491577950972,0.004329430094609658
11,0.010824835287140948,0.0031341828289441764
12,0.010928655016635145,0.003205287541883687
13,0.009763984974207622,0.0019379218768638868
14,0.009961949481761882,0.0012418127783651773
15,0.009369715642450111,0.0025856250043337545
Numero epoche,15
Tempo tot,483.3843412399292
Tempo per epoca,32.225622749328615
