batch_size,256
masking_ratio,0.15
lm,12
d_model,128
dropout,0.1
num_heads,2
num_layers,3
Epoch,Train Loss,Val Loss
1,0.07894303992922817,0.011156478896737099
2,0.030499104782938956,0.0040342862873027725
3,0.024844811271343914,0.005874671585236986
4,0.019236170540430714,0.002142095686091731
5,0.019405141180115087,0.0024079496312576034
6,0.017300356897924626,0.0036623793421313167
7,0.0164619917050004,0.0027210355231848857
8,0.015767049922474793,0.0013908061373513192
9,0.016119136222239053,0.0014253886377749343
10,0.014511611445673875,0.002908364297278846
